Customer_ID,Name,Age,Gender,Location,Total_Spent,Age_Group
63ba0e,Heidi Guerra,33,Female,Houston,516,26-35
02164a,Jason Hansen,44,Female,New York,2246,36-50
2ef2e9,Patrick Price,63,Female,Miami,4592,50+
887443,Austin Terry,38,Male,Miami,3729,36-50
4b0d6a,Kimberly White,62,Other,Houston,4773,50+
00eab1,Samantha Jones,62,Other,Chicago,436,50+
48a7b4,Rodney Carey,26,Female,Miami,1778,26-35
9bcca4,Stephen Russell,48,Female,Houston,2823,36-50
34c489,Matthew Trevino,54,Female,New York,2119,50+
da598a,Brianna Lopez,32,Female,Houston,3123,26-35
fe00ab,Tracy Boyd,35,Female,New York,2430,26-35
cd76b8,Christopher Cooper,50,Male,Miami,1306,36-50
057d26,Nicholas Dillon,29,Female,Los Angeles,2874,26-35
66db05,Melissa Hernandez,41,Female,Los Angeles,2325,36-50
7512bb,Jessica Dawson,66,Male,Los Angeles,1017,50+
d1646b,Dakota Jimenez,36,Other,Miami,3983,36-50
01e50d,Julie Lynch,43,Male,Houston,3554,36-50
74127e,Pamela Hill,36,Male,New York,1876,36-50
f51987,Garrett Johns,63,Male,Los Angeles,4269,50+
c57065,Rebecca Cline,19,Male,Miami,2097,18-25
8aab90,Charles Scott,51,Male,Chicago,3175,50+
667393,Rachel Schaefer,23,Male,New York,4111,18-25
81183e,Olivia White,54,Other,Los Angeles,2786,50+
f378a4,Donna Anderson,18,Other,Los Angeles,1328,
8f4bf4,Kimberly Nguyen,23,Female,Miami,4336,18-25
08107d,Cassandra Nichols,20,Other,Miami,2308,18-25
005735,Aaron Barnes,35,Male,Chicago,310,26-35
e5faed,Melissa Delgado,21,Male,Los Angeles,3993,18-25
1280be,Angela Sanford,38,Female,Chicago,1767,36-50
2190c2,Lisa Kline,49,Male,New York,899,36-50
f977b5,Courtney Taylor,60,Male,Houston,4690,50+
84b0db,Sandra Peck,61,Female,Houston,2086,50+
22d979,Jordan Martin,18,Male,New York,2141,
6cd596,April Riggs,37,Female,Miami,1344,36-50
52320c,Ryan Gonzalez,23,Male,Houston,2640,18-25
5f286e,Crystal Maldonado,38,Other,Houston,1217,36-50
8a6e45,Connie Franklin,31,Female,Houston,1246,26-35
9121d5,Ryan Skinner,62,Other,Miami,3496,50+
917bf9,Brian Richmond,22,Female,Houston,4227,18-25
ddbad0,Anthony Anderson,21,Female,New York,2277,18-25
2e30b5,Dr. Ronald Montgomery,34,Female,Chicago,4457,26-35
61d485,John Green,60,Other,New York,1608,50+
243f7a,Samantha Shelton,66,Other,Chicago,2440,50+
760701,Adrian Carlson,26,Male,Los Angeles,3985,26-35
0fe502,Erika Manning,52,Other,New York,546,50+
87150e,Jeffrey Schwartz,39,Male,New York,1130,36-50
ff2606,Roy Clark,64,Male,New York,2599,50+
dbc688,Sarah Castaneda,41,Female,Los Angeles,3938,36-50
eb72c0,Stephen Duncan,40,Other,Los Angeles,4206,36-50
38bb13,Todd Morris,69,Other,Los Angeles,4495,50+
51b2ac,Meghan Johnson,21,Other,New York,1557,18-25
605d62,Jill Allison,19,Female,New York,1526,18-25
47c718,Jacob Hall,48,Other,New York,1630,36-50
74d3d7,Amanda Johnson,35,Female,Chicago,1558,26-35
54d4d0,Stacy Payne,26,Other,New York,248,26-35
6d51c9,James Banks,25,Other,Houston,1083,18-25
76b638,Nicholas Phillips,36,Male,Houston,193,36-50
e0d8ef,Sandra Allen,67,Male,Miami,1879,50+
69e501,Alice Stone,55,Other,Houston,421,50+
8c9b40,Sara Everett,27,Female,Chicago,2790,26-35
